Class,Text,Text_Clean
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Hi Dear Call urgnt dont know whats problem dont want work problem least tell Wating reply
0,Dear how you. Are you ok?,Dear ok
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",selected stay 1 250 top British hotels NOTHING Holiday Worth £350 Claim Call London 02072069400 Bx 526 SW73SS
0,Yes princess! I want to make you happy...,Yes princess want make happy
0,Sounds like you have many talents! would you like to go on a dinner date next week?,Sounds like many talents would like go dinner date next week
0,I am going to film 2day da. At 6pm. Sorry da.,going film 2day da 6pm Sorry da
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,watching movie already Xy wants 2 shop im shopping w
0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,Hello little party animal thought Id buzz friends grins Reminding loved send naughty adoring kiss
0,Yesterday its with me only . Now am going home.,Yesterday going home
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",Eerie Nokia tones 4u rply TONE TITLE 8007 eg TONE DRACULA 8007 Titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT wwwgetzedcouk POBox36504W45WQ 150p
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun Shiny warming heart Putting constant smile face Making feel loved cared
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0ANETWORKS allow companies bill SMS responsible suppliers
0,Great comedy..cant stop laughing da:),Great comedycant stop laughing da
1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,FreeMsgFeelin kinda lnly hope u like 2 keep company Jst got cam moby wanna c picTxt reply DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242
0,"Alright, we're all set here, text the man",Alright set text man
0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",Hi theyre keen go kind feel shouldnt go tomo dont mind
0,Sleeping nt feeling well,Sleeping nt feeling well
0,U WILL SWITCH YOUR FONE ON DAMMIT!!,U SWITCH FONE DAMMIT
0,India have to take lead:),India take lead
0,I.ll post her out l8r. In class,Ill post l8r class
0,Thts wat Wright Brother did to fly..,Thts wat Wright Brother fly
0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry äó_ Head * ok but throat * wrecked. See you at six then!",Evening v good somewhat event laden fill dont worry äó Head ok throat wrecked See six
0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),u laugh really loud u talk spontaneously u dont care others feel U probably dear amp best friends GOODEVENING Dear
0,ITS A LAPTOP TAKE IT WITH YOU.,LAPTOP TAKE
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,dont file bagi work called mei tell find anything room
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,wan early lei outside wun b home early Neva mind
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chance win £250 cash every wk TXT ACTION 80608 TsCs wwwmovietriviatv custcare 08712405022 1x150pwk
0,I was at bugis juz now wat... But now i'm walking home oredi... íì so late then reply... I oso saw a top dat i like but din buy... Where r í_ now? ,bugis juz wat im walking home oredi íì late reply oso saw top dat like din buy r í
0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",Wishing family Merry X mas HAPPY NEW Year advance
0,At 7 we will go ok na.,7 go ok na
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),Yes posted couple pics fb Theres still snow outside Im waking
0,S:-)if we have one good partnership going we will take lead:),Sif one good partnership going take lead
1,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,RGENT 2nd attempt contact UU £1250 CALL 09071512433 b4 050703 TCsBCM4235WC1N3XX callcost 150ppm mobilesvary max£7 50
0,"Yeah, where's your class at?",Yeah wheres class
0,No just send to you. Bec you in temple na.,send Bec temple na
0,"You aren't coming home between class, right? I need to work out and shower!",arent coming home class right need work shower
1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,Hi ur lookin 4 saucy daytime fun wiv busty married woman free next week Chat 2 sort time 09099726429 JANINExx Calls£1minMobsmoreLKPOBOX177HP51FL
0,S but mostly not like that.,mostly like
0,íì v ma fan...,íì v fan
0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,Dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
0,Guess who spent all last night phasing in and out of the fourth dimension,Guess spent last night phasing fourth dimension
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,dad gonna call gets work ask crazy questions
0,"Yes..but they said its IT.,",Yesbut said
0,Very hurting n meaningful lines ever: \I compromised everything for my love,hurting n meaningful lines ever compromised everything love
0,Lmao!nice 1,Lmaonice 1
0,Glad to see your reply.,Glad see reply
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,URGENT trying contact U Todays draw shows £800 prize GUARANTEED Call 09050001295 land line Claim A21 Valid 12hrs
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,Monthly password wap mobsicom 391784 Use wap phone PC
0,Nah dub but je still buff,Nah dub je still buff
0,Painful words- \I thought being Happy was the most toughest thing on Earth... But,Painful words thought Happy toughest thing Earth
0,"Yeah, that's fine! It's £6 to get in, is that ok? ",Yeah thats fine £6 get ok
0,Lol where do u come up with these ideas?,Lol u come ideas
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",many people seems special first sight remain special till last sight Maintain till life ends Shjas
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",Today song dedicated day song u dedicate Send ur valuable frnds first rply
0,Okay... We wait ah,Okay wait ah
0,Y lei?,lei
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,HI BABE U R LIKELY BED IM SORRY TONIGHT REALLY WANNA SEE U TOMORROW CALL 9 LOVE XXX
0,Already am squatting is the new way of walking,Already squatting new way walking
0,Do you want bold 2 or bb torch,want bold 2 bb torch
0,Cramps stopped. Going back to sleep,Cramps stopped Going back sleep
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending 0089my last four digits selected received £350 award number matches please call 09063442151 claim £350 award
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,Free Top ringtone sub weekly ringtoneget 1st week freesend SUBPOLY 816183 per weekstop sms08718727870
0,Nan sonathaya soladha. Why boss?,Nan sonathaya soladha boss
0,Bring tat cd don forget,Bring tat cd forget
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,Sunshine Quiz Wkly Q Win top Sony DVD player u know country Algarve Txt ansr 82277 £150 SPTyrone
0,I don't know but I'm raping dudes at poker,dont know Im raping dudes poker
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,Weightloss girl friends Make loads money ebay something give thanks God
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr8 see message r u leaving Congrats dear school wat r ur plans
0,íì eatin later but i'm eatin wif my frens now lei... íì going home first? ,íì eatin later im eatin wif frens lei íì going home first
0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,Finish already Yar keep saying mushy embarrassed ok
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",Sorry man stash ran dry last night cant pick sunday
0,Hai priya are you right. What doctor said pa. Where are you.,Hai priya right doctor said pa
1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",Free msg Sorry service ordered 81303 could delivered sufficient credit Please top receive service
0,Ok...,Ok
0,Please ask mummy to call father,Please ask mummy call father
0,Can come my room but cannot come my house cos my house still messy... Haha...,come room cannot come house cos house still messy Haha
0,I have lost 10 kilos as of today!,lost 10 kilos today
0,Just taste fish curry :-P,taste fish curry P
0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,Might accidant tookplace somewhere ghodbandar rd Traffic moves slovely plz slip amp dont worry
0,Yun ah.now í_ wkg where?btw if í_ go nus sc. íì wana specialise in wad?,Yun ahnow í wkg wherebtw í go nus sc íì wana specialise wad
0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,Yes one woman man Please tell likes dislikes bed
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,test earlier appreciate call tomorrow
0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",Hows loverboy keeps coming Queen hmmm Doesnt ache speak Miss desparately
0,U meet other fren dun wan meet me ah... Muz b a guy rite...,U meet fren dun wan meet ah Muz b guy rite
0,"(No promises on when though, haven't even gotten dinner yet)",promises though havent even gotten dinner yet
0,I got your back! Do you have any dislikes in bed?,got back dislikes bed
0,o turns out i had stereo love on mi phone under the unknown album.,turns stereo love mi phone unknown album
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat 60pmin Choose girl connect LIVE Call 09094646899 Cheap Chat UKs biggest live service VU BCM1896WC1N3XX
0,Yeah I don't see why not,Yeah dont see
0,Asking do u knw them or nt? May be ur frnds or classmates?,Asking u knw nt May ur frnds classmates
0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",Sorry earlier Putting firesAre around talk 9 actually life lol
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,WOW Boys R Back TAKE 2007 UK Tour Win VIP Tickets prebook VIP Club Txt CLUB 81303 Trackmarque Ltd infovipclub4u
0,"As in missionary hook up, doggy hook up, standing...|",missionary hook doggy hook standing
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,u better go sleep Dun disturb u liao U wake msg lor
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",Fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
0,Am watching house äóñ very entertaining äóñ am getting the whole hugh laurie thing äóñ even with the stick äóñ indeed especially with the stick.,watching house äóñ entertaining äóñ getting whole hugh laurie thing äóñ even stick äóñ indeed especially stick
0,Thought praps you meant another one. Goodo! I'll look tomorrow ,Thought praps meant another one Goodo Ill look tomorrow
0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ïrents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",Hi Jon Pete Ive bin 2 Spain recently hav sum dinero left Bill said u ur ïrents mayb interested hav 12000pes around £48 tb James
0,There bold 2  &lt;#&gt; . Is that yours,bold 2 ltgt
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,know shall speak ltgt minutes
0,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",ALRITE HUNNYWOT U 2 2NITE DIDNT END GOIN TOWN JUS DA PUB INSTEAD JUS CHILLIN DA MO BEDROOMLOVE JEN XXX
0,I went to project centre,went project centre
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request Maangalyam Alaipayuthe set callertune Callers Press 9 copy friends Callertune
0,Lol yeah at this point I guess not,Lol yeah point guess
0,Doing project w frens lor. ,project w frens lor
0,Lol. Well quality aint bad at all so i aint complaining,Lol Well quality aint bad aint complaining
0,"K, can that happen tonight?",K happen tonight
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",Hi Mandy Sullivan calling HOTMIX FMyou chosen receive £500000 Easter Prize drawPlease telephone 09041940223 claim 290305 prize transferred someone else
0,"I think we're going to finn's now, come",think going finns come
0,Why tired what special there you had,tired special
0,I will come tomorrow di,come tomorrow di
0,I cant pick the phone right now. Pls send a message,cant pick phone right Pls send message
0,K go and sleep well. Take rest:-).,K go sleep well Take rest
0,U guys never invite me anywhere :(,U guys never invite anywhere
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,UR GOING 2 BAHAMAS CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise of£2000 CASH 18only opt txt X 07786200117
0,I can do that! I want to please you both inside and outside the bedroom...,want please inside outside bedroom
0,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",EY CALM DOWNON THEACUSATIONS ITXT U COS IWANA KNOW WOTU R DOIN THEWEND HAVENTCN U AGESRING UR UP4 NETHING SATLOVE J XXX
0,I love to wine and dine my lady!,love wine dine lady
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,Someone conacted dating service entered phone fancy youTo find call landline 09111030116 PoBox12n146tf15
0,"IÍm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",IÍm cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery Take care spk sn x
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.,know account detailsi ask mom send youmy mom reach
0,I think u have the wrong number.,think u wrong number
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),Feel Always Happy Slowly Becomes Habit amp Finally Becomes Part Life Follow Happy Morning amp Happy Day
0,DO NOT B LATE LOVE MUM,B LATE LOVE MUM
0,Got it..mail panren paru..,Got itmail panren paru
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,thinking chuckin ur red green n black trainners 2 save carryin bac train
0,Give one miss from that number please,Give one miss number please
0,Jus came back fr lunch wif my sis only. U leh?,Jus came back fr lunch wif sis U leh
0,How is your schedule next week? I am out of town this weekend.,schedule next week town weekend
0,Really good:)dhanush rocks once again:),Really gooddhanush rocks
0,Lmao ok I wont be needing u to do my hair anymore.,Lmao ok wont needing u hair anymore
0,"Miss ya, need ya, want ya, love ya.",Miss ya need ya want ya love ya
0,Sorry i'm not free...,Sorry im free
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,u ever get song stuck head reason wont go away til u listen like 5 times
0,Nt yet chikku..simple habba..hw abt u?,Nt yet chikkusimple habbahw abt u
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",Got ur mail Dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,Sometimes Heart Remembrs someone much Forgets someone soon Bcoz Heart like everyone liked ones Remembered Everytime BSLVYL
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,Joys father John John NAME Joys father Mandan
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Hi 07734396839 IBH Customer Loyalty Offer NEW NOKIA6600 Mobile £10 TXTAUCTIONTxt wordSTART No81151 get Now4T
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,Hi yijue regarding 3230 textbook intro algorithms second edition Im selling 50
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,SMS AUCTION Nokia 7250i get win FREE auction take part send Nokia 86021 HGSuite3422Lands RowW1JHL 16
0,"K, want us to come by now?",K want us come
0,How. Its a little difficult but its a simple way to enter this place,little difficult simple way enter place
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,Ha us e thing got tv 2 watch U thk 2 go tonight u already haf smth mind
0,Dont show yourself. How far. Put new pictures up on facebook.,Dont show far Put new pictures facebook
0,Watching tv now. I got new job :),Watching tv got new job
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",Good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
0,"I'm not coming over, do whatever you want",Im coming whatever want
0,"Its ok chikku, and its my 1 of favourite song..:-)",ok chikku 1 favourite song
0,Did u see what I posted on your Facebook?,u see posted Facebook
1,Call FREEPHONE 0800 542 0578 now!,Call FREEPHONE 0800 542 0578
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Buy Space Invaders 4 chance 2 win orig Arcade Game console Press 0 Games Arcade std WAP charge See o2coukgames 4 Terms settings purchase
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",7 wonders WORLD 7th 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st Ur Lovely Friendship good morning dear
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Loan purpose £500 £75000 Homeowners Tenants welcome previously refused still help Call Free 0800 1956669 text back help
1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,BIG BROTHER ALERT computer selected u 10k cash 150 voucher Call 09064018838 NTT PO Box CRO1327 18 BT Landline Cost 150ppm mobiles vary
0,";-( oh well, c u later",oh well c u later
0,My uncles in Atlanta. Wish you guys a great semester.,uncles Atlanta Wish guys great semester
0,No dear i do have free messages without any recharge. Hi hi hi,dear free messages without recharge Hi hi hi
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",Dont search love let love find U Thats called falling love bcoz U dont force U fall U know smeone hold U BSLVYL
0,I dun believe u. I thk u told him.,dun believe u thk u told
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers One made comes amp fills gaps holding hand LOVE
0,Yes:)sura in sun tv.:)lol.,Yessura sun tvlol
0,Arun can u transfr me d amt,Arun u transfr amt
0,Takin a shower now but yeah I'll leave when I'm done,Takin shower yeah Ill leave Im done
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,working eyes philosophy text u later bit free chat
0,U havenÍt lost me ill always b here 4u.i didnÍt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatÍs what itried2tell urmom.i careabout u,U havenÍt lost ill always b 4ui didnÍt intend 2 hurt u never knew u felt IwasmarinethatÍs itried2tell urmomi careabout u
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",WIN winner Mr Foley iPod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
0,You bad girl. I can still remember them,bad girl still remember
0,How much i gave to you. Morning.,much gave Morning
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",hope alright babe worry might felt bit desparate learned job fake waiting come back love
0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",Hey tell blakes address Carlos wanted meet got lost hes answering phone
0,Can i get your opinion on something first?,get opinion something first
0,That one week leave i put know that time. Why.,one week leave put know time
0,"If we hit it off, you can move in with me :)",hit move
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent spent ltgt years Air Force Iraq afghanistan stable honest like traveling
0,I wanna watch that movie,wanna watch movie
0,Ok lor thanx... íì in school?,Ok lor thanx íì school
0,I'm in class. Did you get my text.,Im class get text
0,The bus leaves at  &lt;#&gt; ,bus leaves ltgt
0,God bless.get good sleep my dear...i will pray!,God blessget good sleep deari pray
1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,Todays Voda numbers ending 1225 selected receive £50award match please call 08712300220 quoting claim code 3100 standard rates app
0,Do have a nice day today. I love you so dearly.,nice day today love dearly
0,Aiyo a bit pai seh í_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,Aiyo bit pai seh í noe Scared dun rem die Hee become better lookin oredi leh
0,"Aight, I'll ask a few of my roommates",Aight Ill ask roommates
0,"Now, whats your house # again ? And do you have any beer there ?",whats house beer
0,Do í_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,í wan 2 meet n combine parts Hows da rest da project going
0,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",Getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat Want 2 go Txt bak Terry
0,Yes we are chatting too.,Yes chatting
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,HI JESS DONT KNOW WORK CALL U IM HOME EVE XXX
0,Sian... Aft meeting supervisor got work 2 do liao... U working now?,Sian Aft meeting supervisor got work 2 liao U working
0,Are you going to write ccna exam this week??,going write ccna exam week
0,Well i will watch shrek in 3D!!B),Well watch shrek 3DB
0,Am i that much dirty fellow?,much dirty fellow
0,Dunno dat's wat he told me. Ok lor...,Dunno dats wat told Ok lor
0,I'll probably be by tomorrow (or even later tonight if something's going on),Ill probably tomorrow even later tonight somethings going
0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,couldnt say dying man feel sad go wanted know would probably gone late night
0,If you're thinking of lifting me one then no.,youre thinking lifting one
0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,u Dun wan u dun like already ah Wat u Still eating
0,Sent me ur email id soon,Sent ur email id soon
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",Dude Whats Teresa Hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading Plus really really Bam first aid Usmle work done
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,Hey gorgeous man work mobile number good one babe Squishy Mwahs
0,May i call You later Pls,May call later Pls
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",Hottest pics straight phone See getting Wet Wanting xx Text PICS 89555 txt costs 150p textoperator g696ga 18 XxX
0,That's the way you should stay oh.,Thats way stay oh
0,Hello- thanx for taking that call. I got a job! Starts on monday!,Hello thanx taking call got job Starts monday
0,What time is ur flight tmr?,time ur flight tmr
0,When should I come over?,come
0,I have a rather prominent bite mark on my right cheek,rather prominent bite mark right cheek
0,* Will be september by then!,september
0,Are you wet right now?,wet right
0,And how's your husband.,hows husband
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",Hack Chat Get backdoor entry 121 chat rooms fraction cost Reply NEO69 call 09050280520 subscribe 25p pm DPS Bcm box 8027 Ldn wc1n3xx
0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,norm tomorrow finish 415 cos st tests Need sort library stuff point tomo got letter today access til end march better get move
0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,Yeah got list u Joanna Im feeling really anti social
0,I am in your office na.,office na
0,"\Are you comingdown later?\""""",comingdown later
0,Super da:)good replacement for murali,Super dagood replacement murali
0,Da is good good player.why he is unsold.,Da good good playerwhy unsold
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,Hi u want join sts later Meeting five Call u class
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,engalnd telly decided wont let watch mia elliot kissing Damn
1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",FREE NOKIA Motorola upto 12mths 12price linerental 500 FREE xnet mins100txtmth FREE Btooth Call Mobileupd8 08001950382 call 2optoutD3WV
0,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.,got job wiproyou get every thing life 2 3 years
0,Then cant get da laptop? My matric card wif í_ lei... ,cant get da laptop matric card wif í lei
0,Dunno da next show aft 6 is 850. Toa payoh got 650.,Dunno da next show aft 6 850 Toa payoh got 650
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08718726970 10p per min BTnationalrate
0,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,made payments dont much Sorry Would want fedex way
0,They did't play one day last year know even though they have very good team.. Like india.,didt play one day last year know even though good team Like india
0,K.:)you are the only girl waiting in reception ah?,Kyou girl waiting reception ah
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",Say slowly GODI LOVE amp NEED YOUCLEAN HEART BLOODSend Ten special people amp u c miracle tomorrow itplspls
0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,hate turns fun shopping trip annoying day everything would look house
0,"Sir, i am waiting for your call.",Sir waiting call
0,What's up. Do you want me to come online?,Whats want come online
0,"It could work, we'll reach a consensus at the next meeting",could work well reach consensus next meeting
0,Aiyah then i wait lor. Then u entertain me. Hee...,Aiyah wait lor u entertain Hee
