dteday,temp_degrees_c,windspeed,cnt
2012-10-08,10.016651,0.189679,5478
2012-10-09,12.993348999999998,0.1903,6392
2012-10-10,16.165848999999998,0.187821,7691
2012-10-11,12.445,0.181596,7570
2012-10-12,12.5625,0.235092,7282
2012-10-13,10.486650999999998,0.146142,7109
2012-10-14,16.518349,0.278612,6639
2012-10-15,18.398349,0.296037,5875
2012-10-16,14.011651,0.182221,7534
2012-10-17,13.424150999999998,0.101371,7461
2012-10-18,16.557499999999994,0.236937,7509
2012-10-19,18.476651,0.134954,5424
2012-10-20,14.755849,0.117537,8090
2012-10-21,13.815848999999998,0.166054,6824
2012-10-22,14.912499999999998,0.08148330000000001,7058
2012-10-23,17.575848999999998,0.0945458,7466
2012-10-24,19.6125,0.07277919999999999,7693
2012-10-25,17.85,0.124375,7359
2012-10-26,17.654151000000002,0.132467,7444
2012-10-27,16.91,0.235692,7852
2012-10-28,14.4425,0.398008,4459
2012-10-29,12.68,0.3582,22
2012-10-30,6.954554000000003,0.213009,1096
2012-10-31,8.802499999999998,0.166667,5566
2012-11-01,9.194151000000002,0.157346,5986
2012-11-02,8.684999999999999,0.266175,5847
2012-11-03,8.136650999999999,0.270529,5138
2012-11-04,7.314150999999999,0.179108,5107
2012-11-05,7.000849000000002,0.236325,5259
2012-11-06,5.1991510000000005,0.173513,5686
2012-11-07,5.9041510000000015,0.304108,5035
2012-11-08,8.552177999999998,0.347835,5315
2012-11-09,8.998349000000003,0.214558,5992
2012-11-10,10.290848999999998,0.05784580000000001,6536
2012-11-11,11.779151,0.1275,6852
2012-11-12,14.794999999999998,0.173517,6269
2012-11-13,8.136650999999999,0.342046,4094
2012-11-14,5.5908489999999995,0.199625,5495
2012-11-15,7.118348999999999,0.15298699999999998,5445
2012-11-16,8.215,0.171025,5698
2012-11-17,7.275,0.179729,5629
2012-11-18,8.0975,0.227612,4669
2012-11-19,9.899151,0.235067,5499
2012-11-20,9.585849000000001,0.082725,5634
2012-11-21,8.606651,0.103246,5146
2012-11-22,7.98,0.05287080000000001,2425
2012-11-23,9.311650999999998,0.148021,3910
2012-11-24,5.081650999999999,0.376871,2277
2012-11-25,3.5541509999999987,0.1505,2424
2012-11-26,6.726650999999999,0.04665,5087
2012-11-27,5.708349,0.237562,3959
2012-11-28,5.943349000000001,0.210821,5260
2012-11-29,5.200890000000001,0.115522,5323
2012-11-30,6.021651,0.05847080000000001,5668
2012-12-01,6.021651,0.059704199999999985,5191
2012-12-02,8.3325,0.124379,4649
2012-12-03,13.267500000000002,0.08272080000000001,6234
2012-12-04,14.364151000000001,0.174129,6606
2012-12-05,12.601650999999999,0.324021,5729
2012-12-06,4.024151,0.174754,5375
2012-12-07,7.079151,0.1306,5008
2012-12-08,9.938349000000002,0.101379,5582
2012-12-09,10.055848999999998,0.157975,3228
2012-12-10,12.484150999999995,0.190308,5170
2012-12-11,8.606651,0.296037,5501
2012-12-12,5.9825,0.162937,5319
2012-12-13,5.9041510000000015,0.174129,5532
2012-12-14,5.238349,0.13122899999999998,5611
2012-12-15,7.235849000000001,0.10635,5047
2012-12-16,9.037499999999998,0.100742,3786
2012-12-17,10.486650999999998,0.0982583,4585
2012-12-18,11.309151,0.221404,5557
2012-12-19,7.627500000000001,0.184092,5267
2012-12-20,7.5100000000000025,0.132463,4128
2012-12-21,7.353349000000001,0.374383,3623
2012-12-22,4.494150999999999,0.407346,1749
2012-12-23,3.5541509999999987,0.13308299999999998,1787
2012-12-24,2.8712880000000003,0.07723039999999999,920
2012-12-25,5.691288,0.168726,1013
2012-12-26,3.4366509999999995,0.316546,441
2012-12-27,3.9458490000000013,0.350133,2114
2012-12-28,3.9066509999999983,0.155471,3095
2012-12-29,3.9066509999999983,0.124383,1341
2012-12-30,4.024151,0.350754,1796
2012-12-31,2.144150999999999,0.154846,2729
